SMILES,RDKIT_SMILES,RDKIT_SMILES_help
CN(C)CCCNCC(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,CN(C)CCCNCC(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,<rdkit.Chem.rdchem.Mol object at 0x7f75ff2ecc10>
"CCN(CCOC(C)CO)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F |lp:2:1,5:2,9:2,11:2,12:2,14:3,15:3,17:3,18:3,20:3,21:3,23:3,24:3,26:3,27:3,29:3,30:3,31:3,Sg:n:8,7,6,5::ht|",CCN(CCOC(C)CO)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,<rdkit.Chem.rdchem.Mol object at 0x7f75ff2ec3a0>
FC(F)C(F)(F)C(F)(F)C(F)(F)COC=C,C=COCC(F)(F)C(F)(F)C(F)(F)C(F)F,<rdkit.Chem.rdchem.Mol object at 0x7f75ff2ecb70>
CCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,CCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,<rdkit.Chem.rdchem.Mol object at 0x7f75ff2ecee0>
CNC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,CNC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,<rdkit.Chem.rdchem.Mol object at 0x7f75ff2eca30>
OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,<rdkit.Chem.rdchem.Mol object at 0x7f75ff2ec940>
FC(=O)C(F)(OC(F)(F)C(F)(F)S(F)(=O)=O)C(F)(F)F,O=C(F)C(F)(OC(F)(F)C(F)(F)S(=O)(=O)F)C(F)(F)F,<rdkit.Chem.rdchem.Mol object at 0x7f75ff2ec3f0>
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCOC(=O)C=C,C=CC(=O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,<rdkit.Chem.rdchem.Mol object at 0x7f75ff2ec210>
CCCCCCCC\C=C/CCCCCCCCOC(=O)NC1=CC(NC(=O)OCCN(C)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)=CC=C1C,CCCCCCCC/C=C\CCCCCCCCOC(=O)Nc1cc(NC(=O)OCCN(C)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)ccc1C,<rdkit.Chem.rdchem.Mol object at 0x7f75ff2ec580>
FC(F)C(F)(F)C(F)(F)C(F)(F)Cl,FC(F)C(F)(F)C(F)(F)C(F)(F)Cl,<rdkit.Chem.rdchem.Mol object at 0x7f75ff2ece90>
FC(F)(F)C(F)(F)OC(F)(F)C(F)(F)S(F)(=O)=O,O=S(=O)(F)C(F)(F)C(F)(F)OC(F)(F)C(F)(F)F,<rdkit.Chem.rdchem.Mol object at 0x7f75ff2eccb0>
CC(=C)C(=O)OCC(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,C=C(C)C(=O)OCC(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,<rdkit.Chem.rdchem.Mol object at 0x7f75ff2ec5d0>
CCCS(=O)C1=C(CC)C(=CC=C1C(F)(C(F)(F)F)C(F)(F)F)C(O)=O,CCCS(=O)c1c(C(F)(C(F)(F)F)C(F)(F)F)ccc(C(=O)O)c1CC,<rdkit.Chem.rdchem.Mol object at 0x7f75ff2ec4e0>
COC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,COC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,<rdkit.Chem.rdchem.Mol object at 0x7f75ff2ecbc0>
FC(F)(F)C(F)(F)C(F)(F)C1=CC=CC=C1,FC(F)(F)C(F)(F)C(F)(F)c1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x7f75ff2ec6c0>
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1=CC=C(C=C1)[Si](Cl)(Cl)Cl,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)c1ccc([Si](Cl)(Cl)Cl)cc1,<rdkit.Chem.rdchem.Mol object at 0x7f75ff2ec760>
FC(F)(F)C(F)(F)C(F)(F)COB(OCC(F)(F)C(F)(F)C(F)(F)F)OCC(F)(F)C(F)(F)C(F)(F)F,FC(F)(F)C(F)(F)C(F)(F)COB(OCC(F)(F)C(F)(F)C(F)(F)F)OCC(F)(F)C(F)(F)C(F)(F)F,<rdkit.Chem.rdchem.Mol object at 0x7f75ff2ecd50>
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C#N,N#CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,<rdkit.Chem.rdchem.Mol object at 0x7f75ff2ecc60>
OCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,OCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,<rdkit.Chem.rdchem.Mol object at 0x7f75ff2ec440>
FC(F)(F)C(F)(F)C(F)(F)C=CC(=O)C1=CC=CC=C1,O=C(C=CC(F)(F)C(F)(F)C(F)(F)F)c1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x7f75ff2ecda0>
FC(F)(F)C(F)(F)C(F)(F)C(=O)N1CCOCC1,O=C(N1CCOCC1)C(F)(F)C(F)(F)C(F)(F)F,<rdkit.Chem.rdchem.Mol object at 0x7f75ff2ec490>
OC(CI)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,OC(CI)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,<rdkit.Chem.rdchem.Mol object at 0x7f75ff2ecd00>
FC(F)(F)C(F)(F)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,FC(F)(F)C(F)(F)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,<rdkit.Chem.rdchem.Mol object at 0x7f75ff2ec1c0>
CCC(C)NC(=O)C(F)(F)C(F)(F)C(F)(F)F,CCC(C)NC(=O)C(F)(F)C(F)(F)C(F)(F)F,<rdkit.Chem.rdchem.Mol object at 0x7f75ff2ec9e0>
OC(=O)CC(F)(F)C(F)(F)OC(F)(F)C(F)(F)S(F)(=O)=O,O=C(O)CC(F)(F)C(F)(F)OC(F)(F)C(F)(F)S(=O)(=O)F,<rdkit.Chem.rdchem.Mol object at 0x7f75ff2ec120>
COC1=CC(C)=C(C=C1)\N=C(/Cl)C(F)(F)C(F)(F)C(F)(F)F,COc1ccc(/N=C(\Cl)C(F)(F)C(F)(F)C(F)(F)F)c(C)c1,<rdkit.Chem.rdchem.Mol object at 0x7f75ff2ec620>
CCC1=CC=CC=C1NC(=O)C(F)(F)C(F)(F)C(F)(F)F,CCc1ccccc1NC(=O)C(F)(F)C(F)(F)C(F)(F)F,<rdkit.Chem.rdchem.Mol object at 0x7f75ff2ec300>
FC(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)COC=C,C=COCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F,<rdkit.Chem.rdchem.Mol object at 0x7f75ff2ec8a0>
COCCOCCOCCOCCOCCOCCOCCOCCOCCOCC(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,COCCOCCOCCOCCOCCOCCOCCOCCOCCOCC(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,<rdkit.Chem.rdchem.Mol object at 0x7f75ff2ec7b0>
CC(=C)C(=O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C=C(C)C(=O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,<rdkit.Chem.rdchem.Mol object at 0x7f75ff2ed8a0>
FC(F)(F)C(F)(F)C(F)(F)C(=O)NCCCl,O=C(NCCCl)C(F)(F)C(F)(F)C(F)(F)F,<rdkit.Chem.rdchem.Mol object at 0x7f75ff2eda30>
CC(=C)C(=O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,C=C(C)C(=O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,<rdkit.Chem.rdchem.Mol object at 0x7f75ff2ed800>
OCC(F)(F)OC(F)(F)C(F)(F)OC(F)(F)C(F)(F)OC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,OCC(F)(F)OC(F)(F)C(F)(F)OC(F)(F)C(F)(F)OC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,<rdkit.Chem.rdchem.Mol object at 0x7f75ff2edda0>
F\C(OC(F)(F)C(F)(F)C(F)(F)F)=C(/F)C1=CC=CC=C1,F/C(OC(F)(F)C(F)(F)C(F)(F)F)=C(\F)c1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x7f75ff2ed440>
FC(F)(F)C(F)(F)C(F)(F)C1(F)OC1(F)F,FC(F)(F)C(F)(F)C(F)(F)C1(F)OC1(F)F,<rdkit.Chem.rdchem.Mol object at 0x7f75ff2edc10>
CC1=CC=C(C=C1)C(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Cc1ccc(C(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1,<rdkit.Chem.rdchem.Mol object at 0x7f75ff2ed710>
COC1=NN(C)C(=N1)C(F)(F)C(F)(F)C(F)(F)F,COc1nc(C(F)(F)C(F)(F)C(F)(F)F)n(C)n1,<rdkit.Chem.rdchem.Mol object at 0x7f75ff2edd00>
CC(=C)C(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C=C(C)C(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,<rdkit.Chem.rdchem.Mol object at 0x7f75ff2ed9e0>
FC(F)(F)C=CC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,FC(F)(F)C=CC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,<rdkit.Chem.rdchem.Mol object at 0x7f75ff2ed350>
F\C(I)=C(\F)C(F)(C(F)(F)F)C(F)(F)F,F/C(I)=C(/F)C(F)(C(F)(F)F)C(F)(F)F,<rdkit.Chem.rdchem.Mol object at 0x7f75ff2ed580>
CC1=C(C(=CC=C1C(O)=O)C(F)(C(F)(F)F)C(F)(F)F)S(C)(=O)=O,Cc1c(C(=O)O)ccc(C(F)(C(F)(F)F)C(F)(F)F)c1S(C)(=O)=O,<rdkit.Chem.rdchem.Mol object at 0x7f75ff2ed300>
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CC(I)CCC(I)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CC(I)CCC(I)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,<rdkit.Chem.rdchem.Mol object at 0x7f75ff2edb70>
FC(F)(F)COS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,O=S(=O)(OCC(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,<rdkit.Chem.rdchem.Mol object at 0x7f75ff2edd50>
FC(F)(F)C(F)(C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCOC(=O)C=C,C=CC(=O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,<rdkit.Chem.rdchem.Mol object at 0x7f75ff2ede40>
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)COC(=O)C=C,C=CC(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,<rdkit.Chem.rdchem.Mol object at 0x7f75ff2ed210>
CCCCC\C=C\C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,CCCCC/C=C/C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,<rdkit.Chem.rdchem.Mol object at 0x7f75ff2edf80>
FC(F)(F)C(F)(F)OC1(F)OC(F)(C(F)(F)F)C(F)(F)OC1(F)C(F)(F)F,FC(F)(F)C(F)(F)OC1(F)OC(F)(C(F)(F)F)C(F)(F)OC1(F)C(F)(F)F,<rdkit.Chem.rdchem.Mol object at 0x7f75ff2ed940>
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(Cl)=C,C=C(Cl)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,<rdkit.Chem.rdchem.Mol object at 0x7f75ff2ed120>
FC(F)=C(F)C(F)=C(F)F,FC(F)=C(F)C(F)=C(F)F,<rdkit.Chem.rdchem.Mol object at 0x7f75ff2ed6c0>
NS(=O)(=O)C1=CC=C(OC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C=C1,NS(=O)(=O)c1ccc(OC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1,<rdkit.Chem.rdchem.Mol object at 0x7f75ff2ed260>
COC(=O)CC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,COC(=O)CC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,<rdkit.Chem.rdchem.Mol object at 0x7f75ff2ed0d0>
OC(=O)C1=CC=C(C=C1)C(F)(F)C(F)(F)C(F)(F)F,O=C(O)c1ccc(C(F)(F)C(F)(F)C(F)(F)F)cc1,<rdkit.Chem.rdchem.Mol object at 0x7f75ff2ed850>
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,<rdkit.Chem.rdchem.Mol object at 0x7f75ff2ed760>
CO\C(F)=C(/F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,CO/C(F)=C(\F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,<rdkit.Chem.rdchem.Mol object at 0x7f75ff2edcb0>
[K+].F[B-](F)(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,F[B-](F)(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,<rdkit.Chem.rdchem.Mol object at 0x7f75ff2ed490>
CC1=C(C(=O)NC(=O)N1)C(F)(F)C(F)(F)C(F)(F)F,Cc1[nH]c(=O)[nH]c(=O)c1C(F)(F)C(F)(F)C(F)(F)F,<rdkit.Chem.rdchem.Mol object at 0x7f75ff2ed4e0>
COC(=O)C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F)C(F)(F)F)C(F)(F)F,COC(=O)C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F)C(F)(F)F)C(F)(F)F,<rdkit.Chem.rdchem.Mol object at 0x7f75ff2edee0>
FC(=C(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,FC(=C(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,<rdkit.Chem.rdchem.Mol object at 0x7f75ff2ed7b0>
CC1=CC=C(C=C1)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Cc1ccc(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1,<rdkit.Chem.rdchem.Mol object at 0x7f75ff2edc60>
OC(=O)C(F)(F)C(F)(F)C(F)(F)OC(F)(Cl)C(F)(F)Cl,O=C(O)C(F)(F)C(F)(F)C(F)(F)OC(F)(Cl)C(F)(F)Cl,<rdkit.Chem.rdchem.Mol object at 0x7f75ff2ede90>
FC(F)(F)C(F)(F)C(F)(F)COC(=O)CC=C,C=CCC(=O)OCC(F)(F)C(F)(F)C(F)(F)F,<rdkit.Chem.rdchem.Mol object at 0x7f75ff2ed030>
C[Si](Cl)(Cl)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C[Si](Cl)(Cl)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,<rdkit.Chem.rdchem.Mol object at 0x7f75ff2ed080>
NC1=CC=CC(=C1)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Nc1cccc(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)c1,<rdkit.Chem.rdchem.Mol object at 0x7f75ff2ed990>
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCSCCCCS,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCSCCCCS,<rdkit.Chem.rdchem.Mol object at 0x7f75ff2ed3f0>
COP(=O)(CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)OC,COP(=O)(CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)OC,<rdkit.Chem.rdchem.Mol object at 0x7f75ff2ed2b0>
CCO[Si](CCCNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)(OCC)OCC,CCO[Si](CCCNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)(OCC)OCC,<rdkit.Chem.rdchem.Mol object at 0x7f75ff2edb20>
NS(=O)(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,NS(=O)(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,<rdkit.Chem.rdchem.Mol object at 0x7f75ff2ed670>
FC(F)(F)C(F)(F)C(F)(F)C(=S)N1CCOCC1,FC(F)(F)C(F)(F)C(F)(F)C(=S)N1CCOCC1,<rdkit.Chem.rdchem.Mol object at 0x7f75ff2eda80>
CCCCCCOC1=CC=C(C=C1)S(=O)(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,CCCCCCOc1ccc(S(=O)(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1,<rdkit.Chem.rdchem.Mol object at 0x7f75ff2ed530>
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)S(=O)C(=C)C1=CC=CC=C1,C=C(c1ccccc1)S(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,<rdkit.Chem.rdchem.Mol object at 0x7f75ff2ed8f0>
CC(=C)C(=O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C=C(C)C(=O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,<rdkit.Chem.rdchem.Mol object at 0x7f75ff2edbc0>
FC(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)COC(=O)C=C,C=CC(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F,<rdkit.Chem.rdchem.Mol object at 0x7f75ff2ed170>
OCC(F)(F)C(F)(C(F)(F)F)C(F)(F)C(C(F)(F)F)(C(F)(F)F)C(F)(F)F,OCC(F)(F)C(F)(C(F)(F)F)C(F)(F)C(C(F)(F)F)(C(F)(F)F)C(F)(F)F,<rdkit.Chem.rdchem.Mol object at 0x7f75ff2ed620>
CCOC(=O)C(CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F)N=C(C1=CC=CC=C1)C1=CC=CC=C1,CCOC(=O)C(CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F)N=C(c1ccccc1)c1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x7f75ff2ed1c0>
FC(F)=C(F)OC(F)(F)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F,FC(F)=C(F)OC(F)(F)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F,<rdkit.Chem.rdchem.Mol object at 0x7f75ff2ed5d0>
CC1=NN(C(=O)C2=CC=C(Br)C=C2)C(O)(C1)C(F)(F)OC(F)(F)F,CC1=NN(C(=O)c2ccc(Br)cc2)C(O)(C(F)(F)OC(F)(F)F)C1,<rdkit.Chem.rdchem.Mol object at 0x7f75ff2edad0>
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)CI,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)CI,<rdkit.Chem.rdchem.Mol object at 0x7f75ff2ed3a0>
CCC1=CC(=CC=C1N)C(F)(C(F)(F)F)C(F)(F)F,CCc1cc(C(F)(C(F)(F)F)C(F)(F)F)ccc1N,<rdkit.Chem.rdchem.Mol object at 0x7f75ff2edf30>
CC(=O)O[Si](CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)(OC(C)=O)OC(C)=O,CC(=O)O[Si](CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)(OC(C)=O)OC(C)=O,<rdkit.Chem.rdchem.Mol object at 0x7f75ff2eddf0>
CN(C)[Si](CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)(N(C)C)N(C)C,CN(C)[Si](CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)(N(C)C)N(C)C,<rdkit.Chem.rdchem.Mol object at 0x7f75ff2ebbc0>
FC(F)=C(F)OC(F)(F)C(F)(OC(F)(F)C(F)(F)C#N)C(F)(F)F,N#CC(F)(F)C(F)(F)OC(F)(C(F)(F)F)C(F)(F)OC(F)=C(F)F,<rdkit.Chem.rdchem.Mol object at 0x7f75ff2ebd50>
OCC(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F)C(F)(F)F)C(F)(F)F,OCC(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F)C(F)(F)F)C(F)(F)F,<rdkit.Chem.rdchem.Mol object at 0x7f75ff2eb9e0>
CCCCCCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,CCCCCCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,<rdkit.Chem.rdchem.Mol object at 0x7f75ff2ebf30>
F\C=C(/F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,F/C=C(\F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,<rdkit.Chem.rdchem.Mol object at 0x7f75ff2eb7b0>
FC(F)(F)C(F)(F)C(F)(F)CC1=CC=CC=C1,FC(F)(F)C(F)(F)C(F)(F)Cc1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x7f75ff2ebb70>
CC(=O)N1N=C(C=C1C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,CC(=O)n1nc(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,<rdkit.Chem.rdchem.Mol object at 0x7f75ff2ebc10>
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCS(=O)(=O)C=C,C=CS(=O)(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,<rdkit.Chem.rdchem.Mol object at 0x7f75ff2eb1c0>
